Make,Model,Manufacturer,Type,Action,Class,Calibre,Shots,Barrel,Reg_date,Client,Pcode,Prov,Country,Lost,Stolen,Recovered,lossstolen_year
MOSSBERG,500A,MOSSBERG,Non-restricted,Pump Action,Shotgun,"12 GA x 3""",4,711,01-10-03,Individual,J2,QC,Canada,,,"
",
Stevens,Dread Naught,,Non-restricted,Hinge Break,Shotgun,12,1,> 470mm,03-01-09,Individual,R0,MB,Canada,,,"
",
sks,,,Non-restricted,Semi-Automatic,Rifle,,,> 470mm,02-12-26,Individual,N0,ON,Canada,,,"
",
CIL,171,,Non-restricted,Bolt Action,Rifle,22,Multi-shots,> 470mm,02-12-26,Individual,T7,AB,Canada,,,"
",
Cooey,60,,Non-restricted,Bolt Action,Rifle,22,Multi-shots,> 470mm,02-12-26,Individual,L9,ON,Canada,,,"
",
Beretta,686 ONYX,,Non-restricted,Hinge Break,Shotgun,12,Multi-shots,> 470mm,02-12-26,Individual,G8,QC,Canada,,,"
",
JC HIGGINS SEARS ROEBUCK & CO,20 12GA,,Non-restricted,Pump Action,Shotgun,12,Multi-shots,> 470mm,03-05-15,Individual,R0,MB,Canada,,,"
",
Cooey,,,Non-restricted,Bolt Action,Shotgun,12,1,> 470mm,02-12-26,Individual,S0,SK,Canada,,,"
",
Remington,700,,Non-restricted,Bolt Action,Rifle,7MM Rem Mag,3,609,99-04-26,Business,J3,QC,Canada,,,"
",
Squires-Bingham,16,Armscor,Non-restricted,Semi-Automatic,Rifle,22 LR                         ,10,495,01-11-08,Individual,J5,QC,Canada,,,"
",
Colt,Python,Colt                                                              ,Restricted,Revolver,Handgun,357 MAG                       ,6,152,99-12-21,Individual,L7,ON,Canada,,,"
",
Winchester,2200,,Non-restricted,Pump Action,Shotgun,12-gauge,Multi-shots,> 470mm,02-12-26,Individual,S0,SK,Canada,,,"
",
Remington,812,,Non-restricted,Hinge Break,Shotgun,12 gauge,1,> 470mm,02-12-26,Individual,V1,BC,Canada,,,"
",
Arizaka,Type 38 Carabine,,Non-restricted,Bolt Action,Rifle,"6,5 mm Japonais",Multi-shots,> 470mm,02-12-26,Individual,J0,QC,Canada,,,"
",
Cooey,840,,Non-restricted,Hinge Break,Shotgun,12,1,> 470mm,02-12-26,Individual,T7,AB,Canada,,,"
",
Remington,700BDL,,Non-restricted,Bolt Action,Rifle,0.243,Multi-shots,> 470mm,03-03-13,Individual,N0,ON,Canada,,,"
",
Mossberg,835,,Non-restricted,Pump Action,Shotgun,12Ga,Multi-shots,> 470mm,03-02-20,Individual,M6,ON,Canada,,,"
",
Mauser,Brno 98K,,Non-restricted,Bolt Action,Rifle,7.92mm,Multi-shots,> 470mm,03-02-20,Individual,M6,ON,Canada,,,"
",
Charter Arms,AR7 Explorer,,Non-restricted,Semi-Automatic,Rifle,.22 lr,Multi-shots,<= 470mm,02-12-26,Individual,L1,ON,Canada,,,"
",
Savage,model58 series F,,Non-restricted,Bolt Action,Shotgun,0.41,Multi-shots,> 470mm,02-12-26,Individual,N7,ON,Canada,,,"
",
CVA                                                               ,Firebolt,Dikar,Non-restricted,Single Shot,Rifle,50 PERCUSSION                 ,1,625,99-10-30,Individual,J0,QC,Canada,,,"
",
Remington,510,,Non-restricted,Bolt Action,Rifle,0.22,Multi-shots,> 470mm,03-03-13,Individual,N0,ON,Canada,,,"
",
Winchester,69-a,,Non-restricted,Bolt Action,Rifle,22 cal.,Multi-shots,> 470mm,02-12-26,Individual,S0,SK,Canada,,,"
",
Ithaca,37-featherlight,,Non-restricted,Pump Action,Shotgun,12 gauge,Multi-shots,> 470mm,02-12-26,Individual,N8,ON,Canada,,,"
",
Winchester,model 94,,Non-restricted,Lever Action,Rifle,30-30 calibre,Multi-shots,> 470mm,02-12-26,Individual,R0,MB,Canada,,,"
",
Winchester,70 XTR,,Non-restricted,Bolt Action,Rifle,7mm,Multi-shots,> 470mm,02-12-26,Individual,V0,BC,Canada,,,"
",
Ruger,10/22 CARBINE,,Non-restricted,Semi-Automatic,Rifle,22 LR,Multi-shots,> 470mm,02-12-26,Individual,S0,SK,Canada,,,"
",
master mag.,cc660,,Non-restricted,Pump Action,Shotgun,410,Multi-shots,> 470mm,02-12-26,Individual,T7,AB,Canada,,,"
",
Smith & Wesson,Olympic,,Restricted,Revolver,Handgun,32,6,152,03-04-17,Individual,N0,ON,Canada,,,"
",
Harrington & Richardson,1880,,Prohibited,Revolver,Handgun,38,6,76,03-04-17,Individual,N0,ON,Canada,,,"
",
Iver Johnson,American Bulldog,,Prohibited,Revolver,Handgun,32 RF,5,63,03-04-17,Individual,N0,ON,Canada,,,"
",
Mauser,Carl Gustav 96/38,,Non-restricted,Bolt Action,Rifle,6.5x55mm,Multi-shots,> 470mm,03-02-20,Individual,M6,ON,Canada,,,"
",
Stoeger IGA,Condor II,,Non-restricted,Hinge Break,Shotgun,12 Ga,Multi-shots,> 470mm,03-02-20,Individual,M6,ON,Canada,,,"
",
Lee-Enfield,,,Non-restricted,Bolt Action,Rifle,.303 British,Multi-shots,> 470mm,02-12-26,Individual,S0,SK,Canada,,,"
",
Mossberg,500,,Non-restricted,Pump Action,Shotgun,12 ga,Multi-shots,> 470mm,02-12-26,Individual,R2,MB,Canada,,,"
",
Mossberg,640K,,Non-restricted,Bolt Action,Rifle,22 Magnum,1,> 470mm,02-12-26,Individual,S0,SK,Canada,,,"
",
Winchester,88,,Non-restricted,Lever Action,Rifle,243,Multi-shots,> 470mm,02-12-26,Individual,V0,BC,Canada,,,"
",
Remington,700,,Non-restricted,Bolt Action,Rifle,7mm,Multi-shots,> 470mm,02-12-26,Individual,V0,BC,Canada,,,"
",
Remington,MODEL 700,,Non-restricted,Bolt Action,Rifle,30-Jun,Multi-shots,> 470mm,02-12-26,Individual,T9,AB,Canada,,,"
",
Winchester,67,,Non-restricted,Bolt Action,Rifle,22 cal,1,> 470mm,02-12-26,Individual,T6,AB,Canada,,,"
",
stevens,22/410,,Non-restricted,Hinge Break,Combination Gun,22 /410,Multi-shots,> 470mm,02-12-26,Individual,J9,QC,Canada,,,"
",
ANTONIO ZOLI,UNKNOWN,,Non-restricted,Hinge Break,Shotgun,CAL 12,1,> 470mm,02-12-26,Individual,L4,ON,Canada,,,"
",
EATONIA,UNKNOWN,,Non-restricted,Bolt Action,Rifle,.22 CALIBRE,1,<= 470mm,03-05-15,Individual,K0,ON,Canada,,,"
",
Remington,7600,,Non-restricted,Pump Action,Rifle,308,Multi-shots,> 470mm,03-07-03,Individual,N0,ON,Canada,,,"
",
Winchester,,,Non-restricted,Lever Action,Rifle,30-30,Multi-shots,> 470mm,02-12-26,Individual,V2,BC,Canada,,,"
",
Cooey,84,,Non-restricted,Hinge Break,Shotgun,12,1,> 470mm,06-06-14,Individual,V1,BC,Canada,,,"
",
Remington,870,,Non-restricted,Pump Action,Shotgun,12 guage,Multi-shots,> 470mm,02-12-26,Individual,V2,BC,Canada,,,"
",
Browning,,,Non-restricted,Semi-Automatic,Rifle,22,Multi-shots,> 470mm,06-04-06,Individual,K0,ON,Canada,,,"
",
Savage,4C,,Non-restricted,Bolt Action,Rifle,22,Multi-shots,> 470mm,02-12-26,Individual,N6,ON,Canada,,,"
",
lakefield,64b,,Non-restricted,Semi-Automatic,Rifle,0.22,1,> 470mm,02-12-26,Individual,L0,ON,Canada,,,"
",
SAKO,,,Non-restricted,Bolt Action,Rifle,7mm Rem.Mag.,Multi-shots,> 470mm,02-12-26,Individual,T0,AB,Canada,,,"
",
CIL,125,Anschutz,Non-restricted,Bolt Action,Rifle,22 LR,10,559,05-02-10,Individual,T0,AB,Canada,,,"
",
Remington,870,,Non-restricted,Pump Action,Shotgun,12,Multi-shots,> 470mm,02-12-26,Individual,T3,AB,Canada,,,"
",
Remington,700 BDL DM,Remington,Non-restricted,Bolt Action,Rifle,270 WIN,4,560,04-12-16,Individual,S0,SK,Canada,,,"
",
Savage,64G                                                               ,Savage,Non-restricted,Semi-Automatic,Rifle,22 LR                         ,10,514,99-12-30,Individual,J0,QC,Canada,,,"
",
Remington,700 BDL DM                                                        ,Remington,Non-restricted,Bolt Action,Rifle,308 WIN,4,660,01-12-06,Individual,V9,BC,Canada,,,"
",
Remington                                                         ,597 Magnum,Remington,Non-restricted,Semi-Automatic,Rifle,22 MAG                        ,8,508,02-04-02,Business,V2,BC,Canada,,,"
",
Remington                                                         ,700 BDL                                                           ,Remington,Non-restricted,Bolt Action,Rifle,300 WIN MAG                   ,3,610,00-09-28,Individual,V1,BC,Canada,,,"
",
Remington                                                         ,700 MLS,Remington,Non-restricted,Single Shot,Rifle,50 PERCUSSION                 ,1,610,02-10-17,Individual,S0,SK,Canada,,,"
",
Remington                                                         ,7400,Remington,Non-restricted,Semi-Automatic,Rifle,30-06 SPRG                    ,4,470,03-01-23,Individual,T8,AB,Canada,,,"
",
Remington                                                         ,7400,Remington,Non-restricted,Semi-Automatic,Rifle,243 WIN                       ,4,559,02-09-12,Individual,T0,AB,Canada,,,"
",
Cooey,84B,,Non-restricted,Semi-Automatic,Rifle,0.22,Multi-shots,> 470mm,02-12-26,Individual,V9,BC,Canada,,,"
",
morillon,,,Non-restricted,Hinge Break,Shotgun,12ga x 2 ,,,,,,,,,,,
